level,category,number,title,kind,new_path,size_bytes,sha256,original_path
advanced,listening,26,Love and Friendships,student_pdf,materials/advanced/listening/listening-26/student.pdf,90328,6cb33a6ec0e1879cfada6660378644929f11b52684568fc605b1782e7c6a1eeb,advanced/ADVANCED/LISTENING/STUDENT/ADV LISTENING #26 LOVE AND FRIENDSHIPS .pdf
advanced,listening,26,Love and Friendships,audio,materials/advanced/listening/listening-26/audio.mp3,4318478,4a3676ae829c27d1dc7ada50571394d79c06ae6dca84d87747b4c098baa41aa9,advanced/ADVANCED/#U00c1UDIO/LISTENING/ADV LISTENING #26 LOVE AND FRIENDSHIPS.mp3
advanced,listening,26,Love and Friendships,teacher_guide,materials/advanced/listening/listening-26/teacher-guide.pdf,111450,c1f2de41a9a47177ed7d9e12bc68a559119d74d61540122ecbba78ae7389cf32,advanced/ADVANCED/LISTENING/TEACHER/ADV LISTENING #26 LOVE AND FRIENDSHIPS TG.pdf
advanced,listening,27,An Unusual Supernova,student_pdf,materials/advanced/listening/listening-27/student.pdf,91730,06f6b9202cca9c26a45ae3fab1fd2878737db370efa3cd64125d33aae1dfa540,advanced/ADVANCED/LISTENING/STUDENT/ADV LISTENING #27 AN UNUSUAL SUPERNOVA.pdf
advanced,listening,27,An Unusual Supernova,audio,materials/advanced/listening/listening-27/audio.mp3,2580512,494d0921ee32b8e8655e5823cc089b8de568b0ec52d28a176563bd2159070ed9,advanced/ADVANCED/#U00c1UDIO/LISTENING/ADV LISTENING #27 AN UNUSUAL SUPERNOVA.mp3
advanced,listening,27,An Unusual Supernova,teacher_guide,materials/advanced/listening/listening-27/teacher-guide.pdf,109506,ab98b26592cd6bb5fc68dc5e6a0b4e33c27b54a2c3a08240a319f147f3aaecfc,advanced/ADVANCED/LISTENING/TEACHER/ADV LISTENING #27 AN UNUSUAL SUPERNOVA TG.pdf
advanced,listening,28,Growing in Space,student_pdf,materials/advanced/listening/listening-28/student.pdf,93814,30312f0876f89a1510f183d83af9053258bf69c297af8c3a0e651830861f1780,advanced/ADVANCED/LISTENING/STUDENT/ADV LISTENING #28 GROWING IN SPACE.pdf
advanced,listening,28,Growing in Space,audio,materials/advanced/listening/listening-28/audio.mp3,3189418,68517845ce96d389b2461b0db4c1c94db88c60481c9615b1a78f42689cbb9085,advanced/ADVANCED/#U00c1UDIO/LISTENING/ADV LISTENING #28 GROWING IN SPACE.mp3
advanced,listening,28,Growing in Space,teacher_guide,materials/advanced/listening/listening-28/teacher-guide.pdf,122341,a01f9cbb24dadb002dd48a7fbf68cf7c719496f8b24bff48a51403a58028ff74,advanced/ADVANCED/LISTENING/TEACHER/ADV LISTENING #28 GROWING IN SPACE TG.pdf
advanced,listening,29,Coffee-Powered Buses,student_pdf,materials/advanced/listening/listening-29/student.pdf,98086,4e0ce1d19cc5d168be32313c8394296a8f8372ff1bc02c3c593c76bd01563217,advanced/ADVANCED/LISTENING/STUDENT/ADV LISTENING #29 COFFEE-POWERED BUSES.pdf
advanced,listening,29,Coffee-Powered Buses,audio,materials/advanced/listening/listening-29/audio.mp3,2351453,c6a24b57bbb4733fe8df86552cad2d56425d420812ff1d5faeab8edbf9169c37,advanced/ADVANCED/#U00c1UDIO/LISTENING/ADV LISTENING #29 COFFEE-POWERED BUSES.mp3
advanced,listening,29,Coffee-Powered Buses,teacher_guide,materials/advanced/listening/listening-29/teacher-guide.pdf,109225,45929698c14cd998049510ce3f99f5a797624a390c5f08b10563137ae0518804,advanced/ADVANCED/LISTENING/TEACHER/ADV LISTENING #29 COFFEE-POWERED BUSES TG.pdf
advanced,listening,30,Dog Intelligence,student_pdf,materials/advanced/listening/listening-30/student.pdf,88245,bfe2905dac90118d989020cec45952ad643327d13a63aa563ba3a8472f8a9457,advanced/ADVANCED/LISTENING/STUDENT/ADV LISTENING #30 DOG INTELLIGENCE .pdf
advanced,listening,30,Dog Intelligence,audio,materials/advanced/listening/listening-30/audio.mp3,2518722,6a4281addc703f4fea2d7969729cc35ce46c1b979649cf55d5a76c22301d6f47,advanced/ADVANCED/#U00c1UDIO/LISTENING/ADV LISTENING #30 DOG INTELLIGENCE.mp3
advanced,listening,30,Dog Intelligence,teacher_guide,materials/advanced/listening/listening-30/teacher-guide.pdf,113041,a1010367b877e7d78c2ba30e6f133db96799b7869113e1e623e7266957d01656,advanced/ADVANCED/LISTENING/TEACHER/ADV LISTENING #30 DOG INTELLIGENCE TG.pdf
